7.61E-17,2.43E-17,3.41E-18,7.44E-17,-1.28E-16
-5.50E-17,-8.65E-17,-2.90E-17,3.69E-17,-1.05E-16
1.48E-16,1.32E-17,-5.87E-18,2.27E-17,-1.80E-16
4.45E-17,-1.30E-16,6.93E-17,1.05E-17,-6.24E-17
2.93E-18,2.43E-17,-3.60E-17,-3.99E-17,-4.69E-17
2.49E-17,1.56E-17,-3.40E-17,-5.60E-17,-3.64E-17
-7.42E-17,-1.35E-17,-1.80E-16,4.59E-17,-1.74E-17
-3.79E-17,1.66E-18,-8.96E-18,-1.04E-17,1.11E-17
0.021977437,-0.015823451,-0.011549842,-0.016532666,0.024825711
9.76E-18,4.03E-18,-2.02E-17,-1.44E-16,-1.21E-16
-2.21E-18,-2.69E-18,-4.07E-17,4.00E-17,-6.60E-18
1.79E-18,5.23E-18,2.18E-17,-1.85E-17,4.63E-18
-7.54E-19,-1.78E-18,5.52E-19,-2.93E-18,1.81E-18
4.75E-19,1.41E-18,-3.54E-19,1.80E-18,-8.88E-19
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
