"x"
0
3.0729e-05
4.5267e-05
-0.00059031
0.0010075
-0.00057404
-4.9731e-05
1.824e-09
-0.0019545
0.0011926
0.0010373
0
0.00066279
0.001032
-0.00038101
0
-0.00090625
0
5.612e-06
0.00011831
0.00061888
0
0.00028365
0
-0.00010392
1.203e-05
0
-0.00086776
0
0
4.6365e-05
0
-0.0001283
-3.6215e-05
0.0016354
0.00051562
2.2465e-06
0
0
-8.8489e-05
0
-4.9144e-06
0
-3.1626e-05
0
0
0
0
0
-0.00058496
-0.00017052
0
-0.000756
0
-0.00010451
1.6174e-05
0
-0.00043161
-6.1326e-05
0
0.0022046
-1.7084e-05
-0.0010973
1.7582e-05
0.00027468
0
0
0
0.00022291
0
0
0
0
-0.00057521
-9.1647e-08
0.00041855
-8.8197e-06
0.00011663
-0.0016646
0.00061581
0
-0.00023138
0
-3.3521e-05
0
0
8.0693e-05
0.00015713
6.7588e-05
3.2104e-06
-0.00091144
0.0002383
0
0.0011237
0
3.5479e-06
0.00024094
0
0
-7.9313e-05
-0.00029807
-0.00083677
0
0
0
0.00029174
9.7103e-05
0
0.00024918
0.00042069
0
0.0015628
0
1.1513e-05
0
0.00020223
0
0.00074216
8.7188e-05
3.8147e-05
-8.3434e-06
0.00044651
0.00010363
-8.7089e-06
0
0.00015823
0.0002999
-3.7609e-05
0
0.0010495
-8.6217e-07
-6.4556e-05
0
9.1288e-05
0.00072073
-5.9367e-06
0.0011441
7.4382e-05
-2.3891e-06
-4.6387e-05
0
0.00011652
-4.3356e-05
8.5708e-05
-0.0013095
0.00063999
0
0
2.38e-06
0
-0.00073736
-9.458e-07
-0.00092483
0.00062079
-0.0010098
-0.0001079
-0.0027849
0.00066473
0
0
-0.00018721
0.00023042
0
0.00029184
0.0013809
-0.00025056
-0.00099035
-0.00049363
0
0
0
3.6355e-05
0.00053352
0.00031815
1.4909e-06
0
-4.6853e-05
-0.00023666
3.6574e-05
0
-5.58e-05
0
-6.0515e-06
0.00018573
0.00035449
3.9053e-05
0.00027828
3.823e-05
0.00028872
0
0
-4.7177e-05
0.0013087
-5.2372e-06
-0.00063193
-0.00025729
0.00027058
0.00058809
-0.00037362
0.0022517
0
0.00094906
0
-0.00099611
3.4537e-05
0.00087535
0
-9.2425e-06
-1.3047e-05
1.6668e-05
-0.00028303
0
-3.6269e-05
-2.0968e-05
0
0
0
0.0017802
-6.9753e-07
0
-2.8685e-05
-0.00058398
-7.4627e-06
8.6014e-05
-0.0012706
3.7092e-05
9.9241e-05
4.1286e-05
0
0
-0.00071233
0
-8.7899e-05
0
4.7844e-06
0.00019467
0.00027264
0.00018394
-0.0012039
0
0
0
0.00080165
0
0.00021162
0
5.3408e-05
0
0.00041283
0
-0.00096309
-5.967e-06
-4.3221e-05
0
0
0
0.00052777
0.00082047
0.00038018
0.0011151
-0.00087617
9.1704e-05
0
4.0637e-05
0
0.0014666
0.0010863
-3.521e-05
-0.00026244
0
0.00015709
-3.7722e-07
-0.0013718
0.00085178
0.00013128
0
-7.372e-05
-0.00022978
2.9253e-05
0
-0.00042515
-0.00042628
0.0019743
-1.35e-05
-1.1572e-06
-0.0011736
0
0
1.3572e-05
3.9943e-06
0
5.0804e-06
-0.00053512
0.00012712
0.00019296
0
0
0
1.401e-05
-0.00011954
-0.0016254
0.00022991
-3.5117e-06
0.00012705
0
-0.00037502
-6.6911e-05
0
0.0014714
0
0.001871
0
0
0.00022314
0
-0.00078826
-0.00025169
0
-2.6019e-06
-0.00013813
0.0001852
-0.00034152
-1.7725e-05
0
0.00015578
-0.00041436
0.00047905
0.00015742
-0.00011909
0.00027909
0.00049102
0
0
2.7118e-06
4.4297e-05
-1.3562e-06
-0.00032047
-3.3605e-06
0
0
0
-3.0763e-05
-1.2137e-06
-0.0011974
0.0012884
5.9323e-05
0
5.5837e-05
2.5155e-06
-0.00051429
-0.00011191
0
-0.00076997
-0.00088432
2.6906e-05
-0.0007011
-3.3202e-05
-0.00081893
0.0012662
0.00049261
-0.0012334
0
0
-0.00066187
0
-2.2473e-05
0
-0.00089884
-3.1805e-06
0
0
-7.4859e-05
0.00052095
0
-0.0006316
0
0
0.00085839
0
-0.00013609
-0.00038842
0
-0.00034324
0
0
1.3884e-05
8.8644e-05
8.9664e-06
0
-0.00046429
-1.649e-05
0
-0.00064182
0.00018835
-4.7332e-05
3.2594e-05
6.7014e-05
5.1116e-05
7.5601e-05
-0.00035144
0
0
0
0
0
0.0016818
-0.00040117
0.00047287
6.3212e-06
-0.00072189
0.00050315
0
-4.2371e-05
-0.0032463
-0.000523
0
0
0
-2.789e-05
-3.4616e-06
0
-6.7634e-05
0.00041863
0.0012606
-6.9948e-06
0
0
-0.0010692
-5.5218e-06
0
-1.1388e-06
0
0
0
0.0001952
0.00018634
0.0017515
2.2884e-06
6.5374e-06
0
0
-1.0621e-05
0
0
0
-4.5486e-05
-0.00033669
0
0
-0.00056566
3.7965e-05
0
-0.00017268
-0.00079568
0.00037989
0.00011796
0
9.7517e-07
-0.00028254
0
0
0
-3.4953e-05
8.3967e-05
0
-0.00032551
0
-5.3038e-06
0
2.3814e-05
1.9521e-05
-9.4703e-05
0.0012696
0.0004573
-0.00065128
7.7776e-05
0
0
-0.00049668
-0.00018112
0.0011612
0.0018543
-0.00011212
0
0
0
-0.00017526
-3.4064e-06
-0.00063645
-1.0181e-05
-1.4361e-05
3.7869e-05
-4.9164e-05
0.00046285
0.00096856
-0.00046573
0
-0.00014324
-0.00051862
-0.00028219
0
